"","quality","fixed.acidity","volatile.acidity","citric.acid","residual.sugar","alcohol","pH","calidad_BM"
"836",5,7.6,0.7,0.1,1.5,9.3,3.4,"1"
"837",7,6.7,0.3,0.3,2.4,11.7,3.3,"1"
"838",7,6.7,0.3,0.3,2.4,11.7,3.3,"1"
"839",7,10.1,0.3,0.3,1.6,11.2,3.2,"1"
"840",5,6,0.5,0,2.2,10,3.5,"1"
"841",7,11.1,0.4,0.5,2.6,12.1,3.2,"1"
"842",5,6.6,0.7,0,3,10.3,3.5,"1"
"843",6,10.6,0.5,0.4,2.6,10.9,3.2,"1"
"844",5,7.1,0.7,0.3,2,9.4,3.3,"1"
"845",6,9.9,0.2,0.5,1.7,10.6,3.2,"1"
"846",5,6.4,0.6,0.2,1.8,9.8,3.6,"1"
"847",5,6.4,0.6,0.2,1.8,9.8,3.6,"1"
"848",6,7.4,0.7,0.2,1.8,9.9,3.5,"1"
"849",5,6.4,0.6,0.2,1.8,9.8,3.6,"1"
"850",5,6.4,0.6,0.2,1.6,9.8,3.6,"1"
"851",5,9.3,0.4,0.4,1.9,9.5,3.3,"1"
"852",5,9.3,0.4,0.4,1.9,9.5,3.3,"1"
"853",5,8,0.4,0.3,2.5,9.7,3.2,"1"
"854",6,9.3,0.4,0.4,1.5,10.9,3.5,"1"
"855",6,9.3,0.4,0.4,1.5,10.9,3.5,"1"
"856",7,7.6,0.7,0,2.5,11.7,3.5,"1"
"857",6,9.3,0.4,0.4,1.5,10.9,3.5,"1"
"858",7,8.2,0.3,0.3,2.5,11.3,3.4,"1"
"859",7,11.7,0.3,0.5,1.7,10.6,3.1,"1"
"860",6,6.8,0.6,0.2,1.8,11.2,3.4,"1"
"861",5,7.2,0.6,0.1,2.7,9.5,3.5,"1"
"862",6,5.8,0.506631648063034,0.7,2,11.5,3.30847896440129,"1"
"863",5,7.5,0.4,0.3,2.7,10.4,3.2,"1"
"864",5,7.2,0.6,0.1,2.5,9.7,3.5,"1"
"865",5,7.2,0.6,0.1,2.7,9.5,3.5,"1"
"866",5,7.2,0.6,0.1,2.6,9.7,3.5,"1"
"867",6,6.8,0.5,0.2,2.3,11.3,3.4,"1"
"868",6,6.9,0.5,0.2,2,11.2,3.4,"1"
"869",6,6.8,0.6,0.2,1.8,11.2,3.4,"1"
"870",6,7.6,0.6,0,2,10.9,3.4,"1"
"871",6,7.7,0.7,0,2.1,11.8,3.4,"1"
"872",5,6.9,0.6,0,1.5,10.6,3.5,"1"
"873",4,7.3,0.3,0.2,2,10,3.4,"0"
"874",7,9.1,0.2,0.4,1.6,11.1,3.2,"1"
"875",7,10.4,0.4,0.5,2.1,11.8,3.1,"1"
"876",7,8.8,0.3,0.4,2.8,11.8,3.3,"1"
"877",4,7.1,0.5,0,2.2,10.9,3.4,"0"
"878",6,7.7,0.7,0,2.1,11.8,3.4,"1"
"879",6,8.8,0.6,0.2,2.13642908567315,10,3.2,"1"
"880",5,7.2,0.6,0,2.5,9.5,3.5,"1"
"881",5,9.2,0.6,0.2,1.6,9.9,3.1,"1"
"882",6,7.6,0.7,0,2.1,11.4,3.5,"1"
"883",6,8.4,0.3,0.3,3.1,12,3.2,"1"
"884",5,7.2,0.6,0,2.5,9.5,3.5,"1"
"885",6,8.8,0.6,0.2,2.13642908567315,10,3.2,"1"
"886",5,8.9,0.8,0.1,2.5,10.5,3.3,"1"
"887",6,9,0.8,0.1,2.4,10.4,3.3,"1"
"888",7,10.7,0.5,0.4,2.6,12.1,3.1,"1"
"889",6,6.8,0.6,0,2.5,11.2,3.4,"1"
"890",5,10.7,0.506631648063034,0.3,2.13642908567315,9.3,3.2,"1"
"891",5,7.2,0.3,0.2,2,10.1,3.4,"1"
"892",5,7.2,0.7,0,2.3,9.7,3.5,"1"
"893",6,10.1,0.4,0.2,1.9,9.3,3.2,"1"
"894",5,7.2,0.7,0,2.3,9.7,3.5,"1"
"895",6,7.2,0.6,0,2.2,9.8,3.5,"1"
"896",6,7.1,0.6,0,2.3,10.7,3.4,"1"
"897",7,8.3,0.3,0.4,2.4,12.5,3.3,"1"
"898",6,7.1,0.6,0,2.3,10.7,3.4,"1"
"899",7,8.3,0.3,0.4,2.4,12.5,3.3,"1"
"900",3,8.3,0.506631648063034,0,2.13642908567315,11,3.5,"0"
"901",5,8.9,0.3,0.4,2.6,11.8,3.4,"1"
"902",7,7.4,0.6,0.1,2.4,10.8,3.6,"1"
"903",7,7.4,0.6,0.1,2.4,10.8,3.6,"1"
"904",7,6.8,0.6,0.1,2.13642908567315,10.8,3.4,"1"
"905",7,6.8,0.6,0.1,2.13642908567315,10.8,3.4,"1"
"906",5,9.2,0.6,0.2,3,9.5,3.2,"1"
"907",5,7.2,0.5,0.3,2.6,11,3.4,"1"
"908",6,6.1,0.6,0,2.2,11.5,3.6,"1"
"909",6,7.4,0.5,0.1,2.4,10.8,3.4,"1"
"910",6,7.3,0.3,0.4,1.2,11.5,3.3,"1"
"911",6,9.3,0.4,0.5,2.13642908567315,10.3794676806084,3.2,"1"
"912",6,9.1,0.3,0.5,2.13642908567315,10.9,3.2,"1"
"913",6,10,0.5,0.4,2.9,12.2,3.3,"1"
"914",7,9.4,0.4,0.5,2.13642908567315,12.2,3.3,"1"
"915",6,7.3,0.3,0.4,1.2,11.5,3.3,"1"
"916",6,8.6,0.3,0.4,2.2,11.9,3.3,"1"
"917",5,5.3,0.7,0.2,1.5,11,3.6,"1"
"918",6,6.8,0.4,0.3,2.13642908567315,10.1,3.4,"1"
"919",6,8.4,0.4,0.3,2.2,11,3.3,"1"
"920",6,8.4,0.6,0.1,1.8,11.8,3.4,"1"
"921",5,9.6,0.4,0.4,2.3,10.5,3.2,"1"
"922",6,8.4,0.4,0.3,2.2,11,3.3,"1"
"923",6,8.4,0.6,0.1,1.8,11.8,3.4,"1"
"924",6,6.8,0.4,0.3,2.13642908567315,10.1,3.4,"1"
"925",5,8.6,0.5,0.3,2.3,11.2,3.2,"1"
"926",7,8.6,0.2,0.4,1.9,11,3.5,"1"
"927",6,9.4,0.2,0.3,2.3,10.2,3.5,"1"
"928",4,8.4,0.7,0.2,2.2,9.2,3.2,"0"
"929",5,8.6,0.5,0.3,2.3,11.2,3.2,"1"
"930",7,8.7,0.3,0.4,2.13642908567315,12,3.3,"1"
"931",5,6.6,0.6,0,1.9,10.5,3.30847896440129,"1"
"932",5,7.4,0.6,0,2,9.8,3.5,"1"
"933",6,7.6,0.4,0.3,1.9,9.5,3.5,"1"
"934",5,7.4,0.6,0,2,9.8,3.5,"1"
"935",5,6.6,0.6,0,1.9,10.5,3.30847896440129,"1"
"936",6,8.8,0.3,0.4,2.3,11.8,3.4,"1"
"937",6,8.8,0.3,0.4,2.3,11.8,3.4,"1"
"938",4,8.08862590401052,0.6,0.5,1.4,10.4,3.1,"0"
"939",7,7.2,0.4,0.4,2.8,12.9,3.3,"1"
"940",5,6.2,0.5,0.2,1.6,11.4,3.6,"1"
"941",7,9.6,0.3,0.5,2.2,12.4,3.4,"1"
"942",7,9.9,0.3,0.5,2.13642908567315,12.5,3.2,"1"
"943",7,10.1,0.4,0.4,2.6,10,3.2,"1"
"944",7,9.8,0.5,0.3,2.3,9.7,3.2,"1"
"945",7,8.3,0.3,0.5,2.13642908567315,12.1,3.3,"1"
"946",7,10.2,0.4,0.4,2,11.1,3.1,"1"
"947",7,10.2,0.4,0.6,2.13642908567315,12,3.3,"1"
"948",7,8.3,0.3,0.5,2.1,12.4,3.3,"1"
"949",7,8.9,0.506631648063034,0.4,1.8,11.9,3.4,"1"
"950",7,8.9,0.506631648063034,0.4,1.8,11.9,3.4,"1"
"951",7,8.9,0.506631648063034,0.4,1.8,11.9,3.4,"1"
"952",7,8.3,0.3,0.5,2.1,12.4,3.3,"1"
"953",7,8.2,0.3,0.4,2.2,11.2,3.3,"1"
"954",7,10.2,0.3,0.5,2.1,12.1,3.2,"1"
"955",6,7.6,0.4,0.4,2.7,12.2,3.4,"1"
"956",5,8.5,0.2,0.5,1.9,10.4,3.4,"1"
"957",6,9,0.4,0.5,2.1,11.3,3.3,"1"
"958",6,9.5,0.4,0.5,2,11.1,3.3,"1"
"959",7,6.4,0.6,0.1,2.3,11.3,3.5,"1"
"960",5,8,0.6,0,2,10,3.4,"1"
"961",6,8.5,0.5,0.3,1.9,11.1,3.2,"1"
"962",5,7.1,0.6,0.1,1.6,9.3,3.3,"1"
"963",5,6.6,0.6,0,2.1,9.5,3.4,"1"
"964",6,8.8,0.3,0.4,2,11.2,3.1,"1"
"965",6,8.5,0.5,0.3,1.9,11.1,3.2,"1"
"966",6,8.3,0.3,0.4,2.4,11,3.3,"1"
"967",7,9,0.4,0.4,2.4,11.9,3.1,"1"
"968",5,8.5,0.7,0.2,2.1,9.2,3.1,"1"
"969",6,9,0.4,0.4,2.4,12.2,3.2,"1"
"970",5,6.7,0.6,0.1,2.9,10.2,3.5,"1"
"971",6,10.4,0.3,0.5,1.9,10.9,3.3,"1"
"972",6,10.4,0.3,0.5,1.9,10.9,3.3,"1"
"973",7,10.1,0.4,0.5,2.4,11.6,3.2,"1"
"974",5,8.5,0.3,0.4,1.7,10.7,3.5,"1"
"975",7,8.8,0.3,0.4,2.13642908567315,12.1,3.3,"1"
"976",5,7.2,0.4,0.3,2.1,9.4,3.4,"1"
"977",5,7.2,0.4,0.3,2.1,9.4,3.4,"1"
"978",5,8.4,0.6,0.3,2.6,9.1,3.1,"1"
"979",7,7,0.4,0.3,2.13642908567315,11.3,3.3,"1"
"980",5,8.08862590401052,0.4,0.5,1.4,10.4,3.1,"1"
"981",6,9.1,0.5,0.3,1.9,10.5,3.3,"1"
"982",5,9.5,0.506631648063034,0.3,1.9,10,3.2,"1"
"983",6,7.3,0.5,0.3,2.1,12.9,3.3,"1"
"984",6,9.1,0.5,0.3,1.9,10.5,3.3,"1"
"985",5,8.08862590401052,0.4,0.5,1.4,10.4,3.1,"1"
"986",6,7.4,0.6,0,2,11.3,3.5,"1"
"987",7,9.8,0.3,0.4,1.4,11.4,3.2,"1"
"988",5,7.1,0.4,0.3,1.6,9.4,3.4,"1"
"989",5,7.7,0.4,0.1,1.7,9.4,3.2,"1"
"990",6,9.7,0.3,0.4,1.5,10.9,3.1,"1"
"991",5,7.7,0.4,0.1,1.7,9.4,3.2,"1"
"992",5,7.1,0.3,0.3,2,9.4,3.5,"1"
"993",6,6.5,0.4,0.1,2,9.4,3.4,"1"
"994",5,7.1,0.3,0.3,2,9.4,3.5,"1"
"995",5,10,0.3,0.4,2.5,9.4,3.1,"1"
"996",6,7.7,0.6,0.1,2,10.1,3.4,"1"
"997",7,5.6,0.7,0,2.2,12.8,3.30847896440129,"1"
"998",7,5.6,0.7,0,2.2,12.8,3.30847896440129,"1"
"999",6,8.9,0.8,0.3,1.4,9.1,3.1,"1"
"1000",6,6.4,0.7,0,1.6,12.9,3.5,"1"
"1001",7,7.5,0.4,0.3,2.2,11.5,3.4,"1"
"1002",7,9.9,0.3,0.4,1.5,10.6,3.3,"1"
"1003",7,9.1,0.3,0.3,2,11.7,3.3,"1"
"1004",7,6.8,0.4,0.3,1.8,12.8,3.4,"1"
"1005",5,8.2,0.4,0.3,1.6,10.3,3.2,"1"
"1006",7,6.8,0.4,0.3,1.8,12.8,3.4,"1"
"1007",7,9.1,0.3,0.3,2,11.7,3.3,"1"
"1008",7,9.1,0.3,0.3,2,11.7,3.3,"1"
"1009",7,8.9,0.3,0.4,2.13642908567315,12,3.2,"1"
"1010",5,9.6,0.5,0.4,2.8,10.9,3.2,"1"
"1011",7,8.9,0.3,0.4,1.7,12.3,3.2,"1"
"1012",6,8.9,0.3,0.3,2,10.4,3.2,"1"
"1013",5,7.7,0.506631648063034,0.1,2.1,10,3.2,"1"
"1014",6,7.5,0.7,0,1.6,10,3.4,"1"
"1015",6,8,0.6,0.2,2,11.2,3.2,"1"
"1016",6,10.5,0.4,0.5,2.2,11.4,3.1,"1"
"1017",7,8.9,0.4,0.4,2.2,12.6,3.3,"1"
"1018",6,8,0.2,0.4,2.13642908567315,12.7,3.30847896440129,"1"
"1019",6,8,0.2,0.4,2.13642908567315,12.7,3.30847896440129,"1"
"1020",5,7,0.5,0.1,1.8,10.4,3.5,"1"
"1021",6,11.3,0.4,0.7,2.4,11.9,3.2,"1"
"1022",6,11.3,0.4,0.7,2.4,11.9,3.2,"1"
"1023",5,7,0.5,0.1,2.1,10.5,3.4,"1"
"1024",6,8.2,0.3,0.4,2.3,12.3,3.3,"1"
"1025",7,7.7,0.6,0,1.8,10.5,3.3,"1"
"1026",6,8.6,0.8,0,2.8,10.4,3.3,"1"
"1027",6,7.9,0.3,0.3,1.9,12.6,3.4,"1"
"1028",5,6.4,0.8,0,2.2,11.6,3.5,"1"
"1029",6,7.2,0.3,0.2,2.5,10.1,3.4,"1"
"1030",7,7.7,0.6,0,1.8,10.5,3.3,"1"
"1031",7,7.1,0.6,0,2.1,11.5,3.4,"1"
"1032",7,7.3,0.6,0,1.8,11,3.4,"1"
"1033",5,8.1,0.8,0,2.13642908567315,9.6,3.4,"1"
"1034",6,7.5,0.6,0.1,2.6,10.4,3.3,"1"
"1035",6,8.9,0.7,0.2,2.5,9.7,3.2,"1"
"1036",7,10.1,0.4,0.3,2.4,10.6,3.2,"1"
"1037",7,7.6,0.3,0.3,2.5,12.5,3.2,"1"
"1038",5,7.3,0.506631648063034,0.1,1.8,9.2,3.4,"1"
"1039",7,8.7,0.4,0.4,2.13642908567315,12.6,3.2,"1"
"1040",6,8.9,0.5,0.2,2.2,11.1,3.3,"1"
"1041",5,7.4,0.506631648063034,0,2.2,10.2,3.6,"1"
"1042",6,6.9,0.5,0.2,1.7,9.8,3.4,"1"
"1043",6,8.9,0.5,0.2,2.2,11.1,3.3,"1"
"1044",7,9.5,0.4,0.4,2.13642908567315,10.9,3.3,"1"
"1045",6,6.4,0.4,0.3,2.13642908567315,12.2,3.4,"1"
"1046",6,6.9,0.4,0,1.4,11.4,3.3,"1"
"1047",6,7.6,0.8,0,1.7,10.7,3.3,"1"
"1048",5,7.1,0.4,0.2,1.8,10.4,3.5,"1"
"1049",6,9.3,0.5,0.4,1.7,10.9,3.3,"1"
"1050",6,9.3,0.5,0.4,1.8,10.8,3.3,"1"
"1051",5,7.1,0.4,0.2,1.8,10.4,3.5,"1"
"1052",5,8.5,0.5,0.6,1.4,9.2,3,"1"
"1053",5,5.6,0.6,0,2.4,12.9,3.6,"1"
"1054",7,8.3,0.3,0.4,2.3,12.7,3.4,"1"
"1055",6,8.2,0.6,0.3,2,9.1,3.1,"1"
"1056",6,8.2,0.6,0.3,2,9.1,3.1,"1"
"1057",7,8.9,0.5,0.5,2.13642908567315,12.1,3.2,"1"
"1058",5,7.6,0.4,0.2,2.13642908567315,9.1,3.1,"1"
"1059",7,9.9,0.5,0.6,2.4,11.6,3.2,"1"
"1060",7,8.9,0.5,0.5,2.13642908567315,12.1,3.2,"1"
"1061",6,11.6,0.2,0.6,1.8,9.9,3.1,"1"
"1062",8,9.1,0.4,0.5,1.8,12.5,3.2,"1"
"1063",6,8,0.4,0.4,1.9,11.4,3.3,"1"
"1064",6,10.2,0.3,0.7,2.4,11.8,3.2,"1"
"1065",6,8.2,0.7,0.1,2,11.8,3.3,"1"
"1066",6,7.7,0.6,0.2,2.4,10.2,3.3,"1"
"1067",7,6.6,0.5,0.1,2.4,12.5,3.4,"1"
"1068",7,11.1,0.3,0.5,2.2,10.9,3,"1"
"1069",7,11.1,0.3,0.5,2.2,10.9,3,"1"
"1070",5,8,0.6,0.3,2.8,10.8,3.3,"1"
"1071",7,9.3,0.3,0.4,1.5,11.1,3.2,"1"
"1072",5,7.5,0.8,0.2,2.13642908567315,9.2,3.2,"1"
"1073",6,7.2,0.3,0.3,1.8,9.5,3.4,"1"
"1074",6,8,0.6,0.3,2.7,10.7,3.3,"1"
"1075",5,7.5,0.8,0.2,2.13642908567315,9.2,3.2,"1"
"1076",7,9.1,0.2,0.3,2,10.2,3.4,"1"
"1077",6,9.9,0.3,0.6,2,11.4,3.1,"1"
"1078",5,8.6,0.4,0.7,2.13642908567315,11,3.3,"1"
"1079",5,8.6,0.4,0.7,2.13642908567315,11,3.3,"1"
"1080",7,7.9,0.3,0.7,2.13642908567315,12.3,3,"1"
"1081",6,10.3,0.3,0.6,1.4,11.8,3.2,"1"
"1082",7,7.9,0.3,0.7,2.13642908567315,12.3,3,"1"
"1083",6,7.2,0.4,0.3,1.8,9.5,3.4,"1"
"1084",6,8.7,0.4,0.4,2.4,12,3.3,"1"
"1085",6,7.2,0.4,0.3,1.8,9.5,3.4,"1"
"1086",5,6.8,0.5,0.1,1.8,9.6,3.1,"1"
"1087",7,8.5,0.3,0.4,2.13642908567315,11.6,3.4,"1"
"1088",6,7.9,0.2,0.4,1.6,11.2,3.3,"1"
"1089",7,11.6,0.4,0.5,1.5,9.9,3,"1"
"1090",7,11.6,0.4,0.5,1.5,9.9,3,"1"
"1091",8,10,0.3,0.5,1.9,11.8,3,"1"
"1092",6,7.9,0.3,0.4,2,11.4,3.4,"1"
"1093",6,7,0.5,0.1,2,11.5,3.4,"1"
"1094",7,9.2,0.3,0.4,2.2,12,3.3,"1"
"1095",6,6.6,0.7,0.1,2.13642908567315,10.8,3.4,"1"
"1096",5,9.4,0.4,0.5,2.5,10.5,3.1,"1"
"1097",6,6.6,0.7,0.1,2.13642908567315,10.8,3.4,"1"
"1098",5,8.6,0.5,0.4,1.5,9.4,3.2,"1"
"1099",7,8,0.3,0.4,2.1,12.5,3.1,"1"
"1100",5,8.6,0.5,0.4,1.5,9.4,3.2,"1"
"1101",6,8.4,0.3,0.4,2.1,12.4,3.1,"1"
"1102",6,7.4,0.5,0.3,2.1,12,3.4,"1"
"1103",6,6.1,0.5,0.1,1.7,11.2,3.5,"1"
"1104",6,7.4,0.5,0.3,2.1,12,3.4,"1"
"1105",6,8,0.5,0.3,2.2,12.4,3.3,"1"
"1106",5,6.3,0.6,0.3,2.1,12.8,3.4,"1"
"1107",6,8.2,0.2,0.4,1.9,12.3,3.2,"1"
"1108",7,9.1,0.3,0.4,2,11.7,3.3,"1"
"1109",5,8.1,0.8,0.1,2.13642908567315,9.5,3.4,"1"
"1110",6,10.8,0.5,0.4,2.1,10.8,3.2,"1"
"1111",6,8.3,0.5,0,1.4,10,3.2,"1"
"1112",7,5.4,0.4,0.3,2,12.3,3.30847896440129,"1"
"1113",6,7.9,0.3,0.4,1.5,11,3.3,"1"
"1114",6,8.9,0.2,0.4,1.6,9.5,3.1,"1"
"1115",6,5,0.4,0.5,2.13642908567315,10.3794676806084,3.5,"1"
"1116",6,7,0.7,0.1,2.5,11.3,3.4,"1"
"1117",6,7,0.7,0.1,2.5,11.3,3.4,"1"
"1118",6,7,0.7,0.1,2.5,11.3,3.4,"1"
"1119",6,7.1,0.4,0.1,2.1,10.3794676806084,3.3,"1"
"1120",5,5.6,0.7,0,2.5,12.9,3.5,"1"
"1121",8,7.9,0.5,0.3,2.5,13.1,3.2,"1"
"1122",6,6.6,0.5,0,1.8,12.3,3.4,"1"
"1123",6,6.3,0.5,0,1.4,12.3,3.5,"1"
"1124",6,10.7,0.4,0.4,1.9,11.2,3.1,"1"
"1125",4,6.5,0.6,0,2.2,11.5,3.6,"0"
"1126",7,8.8,0.2,0.3,1.7,11.3,3.1,"1"
"1127",6,5.8,0.3,0.3,1.7,10.3794676806084,3.4,"1"
"1128",6,6.3,0.8,0,2.9,11.5,3.5,"1"
"1129",5,10,0.4,0.3,2.7,10,3.2,"1"
"1130",6,10.5,0.4,0.3,2.13642908567315,10.5,3.2,"1"
"1131",6,9.1,0.6,0,1.9,10.4,3.2,"1"
"1132",5,5.9,0.2,0.2,1.7,9.5,3.3,"1"
"1133",7,7.4,0.4,0.3,1.8,10.3794676806084,3.4,"1"
"1134",7,7.2,0.5,0.1,2.13642908567315,11.2,3.4,"1"
"1135",7,8.5,0.3,0.3,1.7,11.8,3.3,"1"
"1136",6,8,0.2,0.4,1.7,11.9,3.4,"1"
"1137",6,10.4,0.5,0.4,2,11.4,3.2,"1"
"1138",6,10.4,0.5,0.4,2,11.4,3.2,"1"
"1139",5,7.5,0.4,0.1,2.13642908567315,9.1,3.1,"1"
"1140",6,8.2,0.5,0.2,2,9.5,3.3,"1"
"1141",6,7.3,0.4,0.3,1.7,9.5,3.4,"1"
"1142",6,8.2,0.4,0.3,2.5,11,3.3,"1"
"1143",6,6.9,0.4,0.1,2.4,11.4,3.3,"1"
"1144",6,7,0.2,0.3,1.8,10,3.6,"1"
"1145",5,7.3,0.3,0.2,2.3,10.1,3.4,"1"
"1146",6,8.2,0.2,0.4,2.5,10.4,3.5,"1"
"1147",6,7.8,0.5,0.1,1.8,9.8,3.3,"1"
"1148",7,10,0.4,0.4,2.13642908567315,11.8,3.2,"1"
"1149",6,7.8,0.4,0.4,2,11.6,3.4,"1"
"1150",6,10,0.3,0.5,2,12,3.2,"1"
"1151",7,8.2,0.3,0.3,2.8,12.8,3.3,"1"
"1152",6,6.1,0.6,0.2,2.5,12.5,3.5,"1"
"1153",5,8.3,0.6,0.2,2.2,9.8,3.1,"1"
"1154",6,9.6,0.4,0.3,2.1,11.1,3.2,"1"
"1155",6,6.6,0.6,0,2.2,11.4,3.6,"1"
"1156",5,8.3,0.6,0.2,2.2,9.8,3.1,"1"
"1157",7,8.5,0.2,0.5,1.8,11.8,3.3,"1"
"1158",7,5.1,0.5,0.2,2.1,12.9,3.5,"1"
"1159",6,6.7,0.4,0.4,2.8,10.6,3.4,"1"
"1160",5,10.2,0.4,0.4,2.2,10.8,3.2,"1"
"1161",7,10.6,0.4,0.6,2.3,11.1,3.1,"1"
"1162",6,8.8,0.4,0.4,1.4,10.2,3.2,"1"
"1163",7,8.5,0.3,0.4,2.3,11.8,3.1,"1"
"1164",5,9,0.8,0.2,1.7,10,3.3,"1"
"1165",5,9,0.8,0.2,1.7,10,3.3,"1"
"1166",5,8.5,0.4,0.5,1.9,9.4,3,"1"
"1167",5,9.9,0.5,0.3,2,10.2,3.30847896440129,"1"
"1168",7,8.2,0.3,0.4,2.5,12.4,3.3,"1"
"1169",6,6.5,0.3,0.3,2.8,12,3.2,"1"
"1170",6,7.6,0.5,0.3,2.3,11.5,3.3,"1"
"1171",6,9.2,0.4,0.3,1.6,10.5,3.2,"1"
"1172",6,7.1,0.6,0,2.2,10.8,3.4,"1"
"1173",6,9.7,0.4,0.5,2.1,12.3,3.3,"1"
"1174",6,7.6,0.4,0.3,1.7,9.5,3.5,"1"
"1175",6,7.6,0.4,0.3,1.7,9.5,3.5,"1"
"1176",6,6.5,0.6,0,2.2,11.5,3.6,"1"
"1177",4,6.5,0.506631648063034,0,2.13642908567315,11.2,3.6,"0"
"1178",7,7.1,0.7,0,2.4,12.7,3.4,"1"
"1179",5,5.6,0.506631648063034,0,2.1,11.4,3.30847896440129,"1"
"1180",6,8.2,0.3,0.3,2.4,11,3.3,"1"
"1181",6,8.2,0.3,0.3,2.4,11,3.3,"1"
"1182",5,9.8,0.4,0.4,1.6,11.4,3.2,"1"
"1183",6,10.2,0.4,0.4,2.5,10.5,3.4,"1"
"1184",5,6.8,0.7,0.1,1.6,9.3,3.3,"1"
"1185",5,6.7,0.6,0.2,2.1,10.9,3.4,"1"
"1186",6,7,0.4,0.3,2,11.9,3.3,"1"
"1187",5,6.6,0.8,0,2.13642908567315,12.2,3.5,"1"
"1188",6,7,0.4,0.3,2,11.9,3.3,"1"
"1189",5,6.7,0.6,0.2,2.1,10.9,3.4,"1"
"1190",4,8.8,0.506631648063034,0,1.8,9.6,3.3,"0"
"1191",6,9.1,0.4,0.6,2.13642908567315,12.5,3.3,"1"
"1192",5,6.5,0.506631648063034,0,2.3,10.8,3.6,"1"
"1193",7,7.2,0.2,0.4,2.5,12.4,3.5,"1"
"1194",5,6.4,0.506631648063034,0,2.3,10.8,3.6,"1"
"1195",6,7,0.7,0.1,1.8,9.5,3.2,"1"
"1196",6,6.2,0.4,0.2,1.8,9.5,3.5,"1"
"1197",6,7.9,0.6,0.2,2.3,9.5,3.2,"1"
"1198",6,7.7,0.6,0.2,1.5,9.8,3.2,"1"
"1199",6,7.7,0.3,0.3,2,10.9,3.1,"1"
"1200",6,7.9,0.6,0.2,2.3,9.5,3.2,"1"
"1201",6,7.7,0.6,0.2,1.5,9.8,3.2,"1"
"1202",7,7.9,0.3,0.4,1.9,11.2,3.3,"1"
"1203",8,8.6,0.4,0.4,1.8,11.7,3.4,"1"
"1204",5,9.9,0.7,0.2,2.13642908567315,9.4,3.1,"1"
"1205",7,7.2,0.4,0.5,2.1,11,3.4,"1"
"1206",7,7.2,0.4,0.5,2.1,11,3.4,"1"
"1207",7,7.2,0.4,0.5,2.1,11,3.4,"1"
"1208",5,9.9,0.7,0.6,1.7,10,3.4,"1"
"1209",7,7.2,0.4,0.5,2.1,11,3.4,"1"
"1210",7,6.2,0.4,0.4,2,11.2,3.5,"1"
"1211",6,6.8,0.7,0,2.1,10.4,3.4,"1"
"1212",5,6.6,0.4,0.1,2.1,9.3,3.3,"1"
"1213",6,6.8,0.7,0,2.1,10.4,3.4,"1"
"1214",6,9.6,0.4,0.4,1.9,10.5,3.1,"1"
"1215",6,10.2,0.3,0.5,1.9,10.4,3.1,"1"
"1216",6,8.8,0.3,0.5,2.1,11.3,3.3,"1"
"1217",6,7.9,0.6,0.3,2,9.5,3.3,"1"
"1218",6,8.2,0.3,0.4,1.9,12,3.2,"1"
"1219",6,8.2,0.4,0.3,1.9,10.6,3.2,"1"
"1220",6,9,0.4,0.4,1.3,10.9,3.2,"1"
"1221",6,10.9,0.3,0.5,1.8,11.5,3.3,"1"
"1222",6,10.9,0.3,0.5,1.8,11.5,3.3,"1"
"1223",6,8.1,0.5,0.2,2.2,9.6,3.3,"1"
"1224",6,10.5,0.4,0.5,2.2,12,3.2,"1"
"1225",6,8.08862590401052,0.4,0.5,2.5,10.3,3.1,"1"
"1226",5,9.2,0.5,0.2,2.6,9.4,3.1,"1"
"1227",5,7.5,0.6,0,2.13642908567315,9.2,3,"1"
"1228",5,9,0.6,0.2,2,9.6,3.3,"1"
"1229",7,5.1,0.4,0,1.8,10.3794676806084,3.30847896440129,"1"
"1230",5,7.6,0.4,0.3,2.1,9.5,3.4,"1"
"1231",6,7.7,0.2,0.3,2.7,11.8,3.4,"1"
"1232",5,7.8,0.8,0,2.6,10.8,3.4,"1"
"1233",5,7.6,0.4,0.3,2.1,9.5,3.4,"1"
"1234",4,10.2,0.2,0.4,2.2,9.3,3.2,"0"
"1235",6,7.1,0.8,0,2.2,12.8,3.4,"1"
"1236",4,6,0.3,0.3,2.13642908567315,11.5,3.3,"0"
"1237",6,7.8,0.6,0,1.7,9.4,3.3,"1"
"1238",6,7.1,0.8,0,2.2,12.8,3.4,"1"
"1239",4,8.1,0.7,0,2.5,9.6,3.4,"0"
"1240",4,6.5,0.7,0,2.13642908567315,11.8,3.5,"0"
"1241",5,7.5,0.6,0.2,1.7,9.3,3.1,"1"
"1242",5,9.8,0.4,0.4,2.5,9.8,3.2,"1"
"1243",6,9,0.4,0.4,2,12.2,3.2,"1"
"1244",5,8.3,0.6,0.2,2.4,9.5,3.4,"1"
"1245",6,5.9,0.3,0.2,2.13642908567315,10.3,3.3,"1"
"1246",5,7.4,0.6,0.2,1.8,10.5,3.5,"1"
"1247",5,7.4,0.7,0.1,1.7,10,3.1,"1"
"1248",5,7.4,0.6,0.2,1.8,10.5,3.5,"1"
"1249",6,6.9,0.4,0.3,2.2,11.1,3.4,"1"
"1250",6,7.1,0.6,0,2.3,10.9,3.4,"1"
"1251",6,7.1,0.6,0,2.3,10.9,3.4,"1"
"1252",5,7.5,0.6,0.1,2.2,9.8,3.3,"1"
